,DATE,GPP_PI_F,TA,SITE_ID,LULC,LATITUDE,LONGITUDE,ELEVATION
167,2017-06-17,133.43835,27.730833333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
168,2017-06-18,154.417874,30.020208333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
169,2017-06-19,177.454694,29.27541666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
170,2017-06-20,189.852338,26.998333333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
171,2017-06-21,168.326871,26.906041666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
172,2017-06-22,220.262747,28.98875,US-Bi2,CRO,38.1091,-121.5351,-5.0
173,2017-06-23,304.635418,24.906666666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
174,2017-06-24,312.181928,21.870416666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
175,2017-06-25,396.322468,20.276458333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
176,2017-06-26,406.834958,19.013749999999998,US-Bi2,CRO,38.1091,-121.5351,-5.0
177,2017-06-27,431.643822,19.272083333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
178,2017-06-28,416.811587,20.408958333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
179,2017-06-29,503.406529,20.400625,US-Bi2,CRO,38.1091,-121.5351,-5.0
180,2017-06-30,518.884359,20.545416666666664,US-Bi2,CRO,38.1091,-121.5351,-5.0
181,2017-07-01,466.759367,19.833541666666665,US-Bi2,CRO,38.1091,-121.5351,-5.0
182,2017-07-02,483.854335,20.926666666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
183,2017-07-03,545.8721850000001,20.631249999999998,US-Bi2,CRO,38.1091,-121.5351,-5.0
184,2017-07-04,645.456544,20.471041666666668,US-Bi2,CRO,38.1091,-121.5351,-5.0
185,2017-07-05,640.742139,20.671875,US-Bi2,CRO,38.1091,-121.5351,-5.0
186,2017-07-06,686.727731,24.894375,US-Bi2,CRO,38.1091,-121.5351,-5.0
187,2017-07-07,777.594012,26.847708333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
188,2017-07-08,782.324415,27.150833333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
189,2017-07-09,734.505366,24.074375,US-Bi2,CRO,38.1091,-121.5351,-5.0
190,2017-07-10,784.964888,23.515625,US-Bi2,CRO,38.1091,-121.5351,-5.0
191,2017-07-11,848.687484,21.630416666666665,US-Bi2,CRO,38.1091,-121.5351,-5.0
192,2017-07-12,896.080849,21.485208333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
193,2017-07-13,888.630557,21.304791666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
194,2017-07-14,883.358693,22.14375,US-Bi2,CRO,38.1091,-121.5351,-5.0
195,2017-07-15,887.452289,24.238541666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
196,2017-07-16,924.621021,27.78625,US-Bi2,CRO,38.1091,-121.5351,-5.0
197,2017-07-17,1004.442224,26.920208333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
198,2017-07-18,967.390172,21.464375,US-Bi2,CRO,38.1091,-121.5351,-5.0
199,2017-07-19,1025.528753,21.172916666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
200,2017-07-20,1006.184484,21.666875,US-Bi2,CRO,38.1091,-121.5351,-5.0
201,2017-07-21,1068.903683,22.40416666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
202,2017-07-22,803.2401610000001,23.758125000000003,US-Bi2,CRO,38.1091,-121.5351,-5.0
203,2017-07-23,894.076817,24.345208333333332,US-Bi2,CRO,38.1091,-121.5351,-5.0
204,2017-07-24,1068.660004,19.658958333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
205,2017-07-25,1023.6349280000001,20.282500000000002,US-Bi2,CRO,38.1091,-121.5351,-5.0
206,2017-07-26,1070.160134,21.77145833333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
207,2017-07-27,1016.450466,23.67979166666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
208,2017-07-28,1013.0643190000001,22.917083333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
209,2017-07-29,1063.847122,20.940833333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
210,2017-07-30,1095.862776,21.336250000000003,US-Bi2,CRO,38.1091,-121.5351,-5.0
211,2017-07-31,1063.767071,23.261666666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
212,2017-08-01,873.5277590000001,25.383750000000003,US-Bi2,CRO,38.1091,-121.5351,-5.0
213,2017-08-02,1017.475589,25.196875000000002,US-Bi2,CRO,38.1091,-121.5351,-5.0
214,2017-08-03,967.995168,26.290000000000003,US-Bi2,CRO,38.1091,-121.5351,-5.0
215,2017-08-04,728.036415,25.160833333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
216,2017-08-05,1091.804635,23.351875000000003,US-Bi2,CRO,38.1091,-121.5351,-5.0
217,2017-08-06,1035.054716,20.756666666666668,US-Bi2,CRO,38.1091,-121.5351,-5.0
218,2017-08-07,991.198382,20.408125000000002,US-Bi2,CRO,38.1091,-121.5351,-5.0
219,2017-08-08,971.340302,20.487916666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
220,2017-08-09,958.012547,19.802916666666665,US-Bi2,CRO,38.1091,-121.5351,-5.0
221,2017-08-10,916.786041,20.480833333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
222,2017-08-11,946.42884,21.725416666666664,US-Bi2,CRO,38.1091,-121.5351,-5.0
223,2017-08-12,921.813217,20.950833333333332,US-Bi2,CRO,38.1091,-121.5351,-5.0
224,2017-08-13,782.415576,20.112916666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
225,2017-08-14,865.812741,18.318958333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
226,2017-08-15,678.409909,18.128125,US-Bi2,CRO,38.1091,-121.5351,-5.0
227,2017-08-16,791.2818159999999,19.897916666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
228,2017-08-17,973.899873,21.39979166666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
229,2017-08-18,1037.450728,21.355208333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
230,2017-08-19,1100.834662,19.99875,US-Bi2,CRO,38.1091,-121.5351,-5.0
231,2017-08-20,1102.659082,19.535416666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
232,2017-08-21,950.1872569999999,19.124583333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
233,2017-08-22,933.430419,21.685833333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
234,2017-08-23,975.573096,21.468958333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
235,2017-08-24,948.943078,20.272708333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
236,2017-08-25,772.122025,21.386041666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
237,2017-08-26,706.864556,24.273124999999997,US-Bi2,CRO,38.1091,-121.5351,-5.0
238,2017-08-27,704.289687,26.325,US-Bi2,CRO,38.1091,-121.5351,-5.0
239,2017-08-28,660.5242039999999,26.13291666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
240,2017-08-29,747.821944,23.077708333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
241,2017-08-30,771.020556,21.651666666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
242,2017-08-31,596.946277,22.232708333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
243,2017-09-01,520.586681,26.799791666666668,US-Bi2,CRO,38.1091,-121.5351,-5.0
244,2017-09-02,502.89119900000003,27.033958333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
245,2017-09-03,441.961479,28.87651162790698,US-Bi2,CRO,38.1091,-121.5351,-5.0
246,2017-09-04,477.148704,23.827708333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
247,2017-09-05,706.624747,24.40125,US-Bi2,CRO,38.1091,-121.5351,-5.0
248,2017-09-06,661.808466,22.829375,US-Bi2,CRO,38.1091,-121.5351,-5.0
249,2017-09-07,601.55787,20.198541666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
250,2017-09-08,518.612347,21.522291666666664,US-Bi2,CRO,38.1091,-121.5351,-5.0
251,2017-09-09,533.348398,22.143958333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
252,2017-09-10,416.241901,24.71020833333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
253,2017-09-11,348.734619,24.508333333333336,US-Bi2,CRO,38.1091,-121.5351,-5.0
254,2017-09-12,489.24224300000003,23.012291666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
255,2017-09-13,483.246171,19.783333333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
256,2017-09-14,327.504795,18.70375,US-Bi2,CRO,38.1091,-121.5351,-5.0
257,2017-09-15,371.529479,19.038333333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
258,2017-09-16,292.983685,19.714791666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
259,2017-09-17,267.875358,18.468333333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
260,2017-09-18,322.092641,19.163333333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
